scenario,description,real_estate_mode,lp_initial_capital,initial_re_cash_deployed,initial_re_gross_asset_value,initial_re_debt_balance,initial_re_assumed_liabilities,initial_re_net_equity_value,initial_re_entry_equity_cushion,initial_re_value_to_new_equity_multiple,final_re_gross_asset_value,final_re_debt_balance,final_re_assumed_liabilities,final_re_net_equity_value,final_re_dscr,total_re_debt_service,total_re_capex,total_deal_refi_proceeds,total_re_cashflow_shortfall,total_acquisition_equity_required,total_acquisition_funded_from_retained_cash,total_acquisition_funded_from_reserve,total_acquisition_failed_loss,total_acquisition_unfunded_shortfall,years_modelled,lp_hurdle_moic,lp_hurdle_amount,lp_cash_distributions,lp_cash_moic,lp_economic_moic,lp_irr,lp_cash_irr,lp_economic_irr,gp_cash_irr_if_co_investment,gp_total_value_multiple_if_co_investment,lp_hurdle_achieved,year_hurdle_achieved,liquidity_constrained,final_fund_nav,final_refinance_liability,gp_cumulative_fees,gp_residual_nav,gp_total_economics,gp_residual_nav_pct_initial_lp_capital,gp_total_economics_pct_initial_lp_capital,gp_cumulative_fees_first_n_years,gp_average_annual_fees_first_n_years,gp_survivability_risk,years_with_zero_lp_distribution,years_with_distribution_below_target_yield,longest_zero_distribution_streak,longest_below_target_yield_streak,years_until_first_distribution,lp_time_under_1x_cash_moic,lp_time_under_1x_economic_moic,lp_final_unrecovered_hurdle,lp_redeemed_by_model_end,total_re_cashflow_generated,total_hf_harvest_generated,total_reinvested_into_hf,total_distributed_to_lp,total_added_to_reserve,pct_total_cash_distributed,pct_total_cash_reinvested,pct_total_cash_reserved,years_until_lp_1x_cash_return,years_until_lp_2x_cash_return,lp_cashflow_profile_type,hurdle_completion_trigger_enabled,backend_liquidity_strategy_enabled,backend_liquidity_target_years,backend_liquidity_refi_first,backend_liquidity_max_refi_pct_of_re_nav,backend_liquidity_max_hf_liquidation_pct,hurdle_trigger_executed,hurdle_trigger_year,total_trigger_cash_from_retained_cash,total_trigger_cash_from_reserve,total_trigger_cash_from_hf_liquidation,total_trigger_cash_from_refi,total_trigger_cash_from_re_sale,lp_hurdle_shortfall_after_final_trigger,primary_flag,all_flags
lp_distribution_strategy_sweep__base_hit_everyone_happy__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06655123359392157,0.06655123359392157,0.06655123359392157,,,True,12.0,True,13725273.754175797,3119004.1644656993,459789.64720427577,13725273.754175797,14185063.401380073,1.3725273754175797,1.4185063401380074,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,4004690.191851411,20000000.0,2402814.1151108467,1.8728040474293641,0.37499999999999994,0.22499999999999998,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2902814.1151108467,9706512.182448616,3119004.1644656993,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__base_hit_everyone_happy__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13608773.85782529,0.0,0.0,13608773.85782529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.0685553254598521,0.0685553254598521,0.0685553254598521,,,True,12.0,True,13180964.73289799,3360373.8390969113,459789.64720427577,13180964.73289799,13640754.380102266,1.3180964732897988,1.3640754380102265,165739.470336,33147.8940672,True,0,0,0,0,1,11,0,0.0,True,10679173.844937097,0.0,3337241.826542842,20000000.0,2002345.0959257055,1.8728040474293641,0.31249999999999994,0.18749999999999997,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,2502345.0959257055,8797694.142508835,3360373.8390969113,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__base_hit_everyone_happy__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,14153124.812138302,0.0,0.0,14153124.812138302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.06647923112481635,0.06647923112481635,0.06647923112481635,,,True,13.0,True,15135796.758731874,1887460.9432678986,508781.2330924468,15135796.758731874,15644577.991824321,1.5135796758731874,1.5644577991824322,165739.470336,33147.8940672,True,0,0,0,0,1,12,0,0.0,True,12002853.849530255,0.0,3000713.462382564,20000000.0,1800428.0774295381,1.666270392918491,0.25,0.15,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,2300428.077429538,8610398.66958441,1887460.9432678986,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__base_hit_everyone_happy__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,14153124.812138302,0.0,0.0,14153124.812138302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.06884833203276908,0.06884833203276908,0.06884833203276908,,,True,13.0,True,14518782.294258889,2162677.200223727,508781.2330924468,14518782.294258889,15027563.527351335,1.451878229425889,1.5027563527351335,165739.470336,33147.8940672,True,0,0,0,0,1,12,0,0.0,True,12002853.849530255,0.0,2250535.096786923,20000000.0,1350321.0580721537,1.666270392918491,0.1875,0.1125,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,1850321.058072154,7585004.047032941,2162677.200223727,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__base_hit_everyone_happy__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,14153124.812138302,0.0,0.0,14153124.812138302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.07135926171073614,0.07135926171073614,0.07135926171073614,,,True,13.0,True,13901767.829785896,2437893.4571795613,508781.2330924468,13901767.829785896,14410549.062878344,1.3901767829785896,1.4410549062878344,165739.470336,33147.8940672,True,0,0,0,0,1,12,0,0.0,True,12002853.849530255,0.0,1500356.731191282,20000000.0,900214.0387147691,1.666270392918491,0.125,0.075,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,1400214.038714769,6559609.424481465,2437893.4571795613,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__base_hit_everyone_happy__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,14153124.812138302,0.0,0.0,14153124.812138302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.0740215180303756,0.0740215180303756,0.0740215180303756,,,True,13.0,True,13284753.365312906,2713109.7141353935,508781.2330924468,13284753.365312906,13793534.598405354,1.3284753365312907,1.3793534598405355,165739.470336,33147.8940672,True,0,0,0,0,1,12,0,0.0,True,12002853.849530255,0.0,750178.365595641,20000000.0,450107.01935738453,1.666270392918491,0.0625,0.0375,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,950107.0193573844,5534214.801929993,2713109.7141353935,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06793674974626751,0.06793674974626751,0.06793674974626751,,,True,11.0,True,18548288.379254937,0.0,359258.66912735655,18548288.379254937,18907547.048382293,1.8548288379254938,1.8907547048382294,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,4060162.1164514776,20000000.0,2436097.2698708866,2.462955840970176,0.5,0.3,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2936097.269870886,15439837.883548522,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.06947130320229711,0.06947130320229711,0.06947130320229711,,,True,11.0,True,17834152.978679877,0.0,359258.66912735655,17834152.978679877,18193411.647807233,1.7834152978679876,1.8193411647807234,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,3552641.8518950427,20000000.0,2131585.1111370255,2.462955840970176,0.43749999999999994,0.26249999999999996,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2631585.111137026,14932317.61899209,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07106763277137595,0.07106763277137595,0.07106763277137595,,,True,11.0,True,17120017.578104824,0.0,359258.66912735655,17120017.578104824,17479276.24723218,1.7120017578104825,1.747927624723218,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,3045121.5873386078,20000000.0,1827072.952403165,2.462955840970176,0.37499999999999994,0.225,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2327072.952403165,14424797.354435652,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07272890179387526,0.07272890179387526,0.07272890179387526,,,True,11.0,True,16405882.177529763,0.0,359258.66912735655,16405882.177529763,16765140.84665712,1.6405882177529763,1.676514084665712,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,2537601.3227821733,20000000.0,1522560.7936693039,2.462955840970176,0.31249999999999994,0.18749999999999997,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2022560.7936693036,13917277.089879218,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07445843233073135,0.07445843233073135,0.07445843233073135,,,True,11.0,True,15691746.776954707,408120.04948300496,359258.66912735655,15691746.776954707,16051005.446082063,1.5691746776954707,1.6051005446082063,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,2030081.0582257388,20000000.0,1218048.6349354433,2.462955840970176,0.25,0.15,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,1718048.6349354433,13001636.77583978,408120.04948300496,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.0762597075931788,0.0762597075931788,0.0762597075931788,,,True,11.0,True,14977611.376379648,816841.5337751899,359258.66912735655,14977611.376379648,15336870.045507004,1.497761137637965,1.5336870045507005,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,1522560.7936693039,20000000.0,913536.4762015825,2.462955840970176,0.18749999999999997,0.1125,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,1413536.4762015825,12085395.02699116,816841.5337751899,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07813637298154585,0.07813637298154585,0.07813637298154585,,,True,11.0,True,14263475.975804593,1225563.018067373,359258.66912735655,14263475.975804593,14622734.64493195,1.4263475975804594,1.462273464493195,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,1015040.5291128694,20000000.0,609024.3174677216,2.462955840970176,0.125,0.075,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,1109024.3174677216,11169153.278142542,1225563.018067373,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__fast_success_crypto_bull__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Strong hedge fund sleeve over a shorter horizon; tests whether liquid alpha can accelerate LP cash returns. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11765987.901157785,0.0,0.0,11765987.901157785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.0800922353894129,0.0800922353894129,0.0800922353894129,,,True,11.0,True,13549340.57522954,1634284.5023595542,359258.66912735655,13549340.57522954,13908599.244356897,1.354934057522954,1.3908599244356896,148921.2594705,29784.251894099998,True,0,0,0,0,1,10,0,0.0,True,8120324.232902955,0.0,507520.2645564347,20000000.0,304512.1587338608,2.462955840970176,0.0625,0.0375,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,804512.1587338608,10252911.529293925,1634284.5023595542,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11215569.486034412,0.0,0.0,11215569.486034412,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.0,20000000.0,20000000.0,2.0,2.0,0.05346999132555519,0.05346999132555519,0.05346999132555519,,,True,14.0,True,13257657.424919553,2171033.9440171085,407335.4229051619,13257657.424919553,13664992.847824715,1.3257657424919553,1.3664992847824715,132703.02408,26540.604816,True,0,0,0,0,1,13,0,0.0,True,9379200.814552285,0.0,4689600.407276142,20000000.0,2813760.244365685,2.1323778427868856,0.5,0.3,14.0,14.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,14.0,0.0,3313760.244365685,12639365.64870675,2171033.9440171085,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11215569.486034412,0.0,0.0,11215569.486034412,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.0,20000000.0,20000000.0,2.0,2.0,0.05492472463752596,0.05492472463752596,0.05492472463752596,,,True,14.0,True,12373249.321277436,2687790.0090213176,407335.4229051619,12373249.321277436,12780584.744182598,1.2373249321277435,1.2780584744182597,132703.02408,26540.604816,True,0,0,0,0,1,13,0,0.0,True,9379200.814552285,0.0,4103400.3563666246,20000000.0,2462040.2138199746,2.1323778427868856,0.4375,0.26249999999999996,14.0,14.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,14.0,0.0,2962040.213819975,11536409.532793023,2687790.0090213176,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
